video_name,annotated_images,response,latency
Conveyor_Belt_Fault_Animation_Generation.mp4,Conveyor_Belt_Fault_Animation_Generation_annotated_0.png|Conveyor_Belt_Fault_Animation_Generation_annotated_1.png|Conveyor_Belt_Fault_Animation_Generation_annotated_2.png|Conveyor_Belt_Fault_Animation_Generation_annotated_3.png|Conveyor_Belt_Fault_Animation_Generation_annotated_4.png|Conveyor_Belt_Fault_Animation_Generation_annotated_5.png|Conveyor_Belt_Fault_Animation_Generation_annotated_6.png|Conveyor_Belt_Fault_Animation_Generation_annotated_7.png,"```json
[
	{""frame"": 0, ""bbox"": [541, 708, 549, 719], ""label"": ""target""}
]
```",12.273117542266846
Tank_Retreats_Deploys_Smoke_Screen.mp4,Tank_Retreats_Deploys_Smoke_Screen_annotated_0.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_1.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_2.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_3.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_4.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_5.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_6.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_7.png,"The start trajectory is at ; (498, 487), (536, 491), (574, 493), (612, 496), (650, 499), (689, 502), (727, 505), (766, 508), (804, 511), (842, 513), (881, 516), (919, 519)",15.832369089126587
space_1.mp4,space_1_annotated_0.png|space_1_annotated_1.png|space_1_annotated_2.png|space_1_annotated_3.png|space_1_annotated_4.png|space_1_annotated_5.png|space_1_annotated_6.png|space_1_annotated_7.png,"The start trajectory is at <frame 7>:; (580, 533), (592, 537), (601, 540), (610, 544), (619, 547)",52.71466255187988
Tank_Retreats_Deploys_Smoke_Screen.mp4,Tank_Retreats_Deploys_Smoke_Screen_annotated_0.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_1.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_2.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_3.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_4.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_5.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_6.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_7.png,"The start trajectory is at ; (494, 477), (492, 463), (489, 449), (488, 434), (487, 418), (486, 403), (485, 388), (483, 374), (482, 359)",16.53776264190674
space_1.mp4,space_1_annotated_0.png|space_1_annotated_1.png|space_1_annotated_2.png|space_1_annotated_3.png|space_1_annotated_4.png|space_1_annotated_5.png|space_1_annotated_6.png|space_1_annotated_7.png,"The start trajectory is at ; (595, 653), (610, 574), (632, 484), (660, 386), (682, 309), (705, 225), (727, 139), (750, 53)",64.10778403282166
s2.mp4,s2_annotated_0.png|s2_annotated_1.png|s2_annotated_2.png|s2_annotated_3.png|s2_annotated_4.png|s2_annotated_5.png|s2_annotated_6.png|s2_annotated_7.png,"The start trajectory is at ; (686, 370), (702, 362), (718, 353), (734, 345), (746, 338), (762, 329), (774, 321), (786, 314), (798, 306), (810, 298), (822, 290), (834, 283)",6.437534332275391
Tank_Retreats_Deploys_Smoke_Screen.mp4,Tank_Retreats_Deploys_Smoke_Screen_annotated_0.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_1.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_2.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_3.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_4.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_5.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_6.png|Tank_Retreats_Deploys_Smoke_Screen_annotated_7.png,"The start trajectory is at ; (513, 476), (489, 466), (454, 449), (425, 434), (389, 413), (361, 398), (324, 379), (286, 360), (249, 341), (211, 322)",16.575419187545776
grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac.mp4,grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_0.png|grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_1.png|grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_2.png|grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_3.png|grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_4.png|grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_5.png|grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_6.png|grok-video-99fcb4c1-90fb-49d1-8718-b80ad976e2ac_annotated_7.png,"The start trajectory is at <frame 7>:; (396, 596), (378, 604), (356, 615), (335, 625), (314, 636)",9.569033861160278
Late_Night_VTA_Bus_Surveillance_Footage.mp4,Late_Night_VTA_Bus_Surveillance_Footage_annotated_0.png|Late_Night_VTA_Bus_Surveillance_Footage_annotated_1.png|Late_Night_VTA_Bus_Surveillance_Footage_annotated_2.png|Late_Night_VTA_Bus_Surveillance_Footage_annotated_3.png|Late_Night_VTA_Bus_Surveillance_Footage_annotated_4.png|Late_Night_VTA_Bus_Surveillance_Footage_annotated_5.png|Late_Night_VTA_Bus_Surveillance_Footage_annotated_6.png|Late_Night_VTA_Bus_Surveillance_Footage_annotated_7.png,"The start trajectory is at <frame 4>:; (289, 672), (294, 667), (302, 661), (311, 654), (320, 648), (330, 641), (340, 634), (350, 627), (360, 620), (370, 613), (380, 606), (390, 5",19.079830646514893
space_1.mp4,space_1_annotated_0.png|space_1_annotated_1.png|space_1_annotated_2.png|space_1_annotated_3.png|space_1_annotated_4.png|space_1_annotated_5.png|space_1_annotated_6.png|space_1_annotated_7.png,"The start trajectory is at ; (498, 236), (543, 329), (554, 371), (564, 406), (582, 465), (593, 501), (602, 533), (611, 567)",61.990105390548706
space_1.mp4,space_1_annotated_0.png|space_1_annotated_1.png|space_1_annotated_2.png|space_1_annotated_3.png|space_1_annotated_4.png|space_1_annotated_5.png|space_1_annotated_6.png|space_1_annotated_7.png,"The start trajectory is at ; (597, 677), (603, 633), (607, 597), (610, 570), (613, 543), (615, 516)",59.55108714103699
VTA_Bus_Entry_Surveillance_Footage.mp4,VTA_Bus_Entry_Surveillance_Footage_annotated_0.png|VTA_Bus_Entry_Surveillance_Footage_annotated_1.png|VTA_Bus_Entry_Surveillance_Footage_annotated_2.png|VTA_Bus_Entry_Surveillance_Footage_annotated_3.png|VTA_Bus_Entry_Surveillance_Footage_annotated_4.png|VTA_Bus_Entry_Surveillance_Footage_annotated_5.png|VTA_Bus_Entry_Surveillance_Footage_annotated_6.png|VTA_Bus_Entry_Surveillance_Footage_annotated_7.png,"The start trajectory is at <frame 5>:; (390, 504), (446, 443), (508, 382), (534, 361), (558, 347)",16.342713117599487
